"No","Phrase","ID","Title","URL","Name","PhraseYes","Contrast","Referent","ReferentCategory","Quantity","QuantType","HandsVisible","HandsMoving","HandsOccupied","WhichHand","HandShape","PinchType","PinkieCurl","PalmOrientation","MovementComplexity","MovementDirection","Comment"
2396,"huge_number","CNNW_20130730_010000_Piers_Morgan_Live","Piers Morgan Live : CNNW : July 29, 2013 6:00pm-7:01pm PDT","http://archive.org/download/CNNW_20130730_010000_Piers_Morgan_Live/CNNW_20130730_010000_Piers_Morgan_Live.mp4?t=1024/1054&ignore=x.mp4","piers morgan","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
4468,"huge_number","HLN_20090803_100000_Morning_Express_With_Robin_Meade","Morning Express With Robin Meade : HLN : August 3, 2009 6:00am-10:00am EDT","http://ia600301.us.archive.org/19/items/HLN_20090803_100000_Morning_Express_With_Robin_Meade/HLN_20090803_100000_Morning_Express_With_Robin_Meade.mp4?start=6070&end=6100&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"changed-link"
6610,"huge_number","CSPAN_20111021_130000_U.S._House_of_Representatives","U.S. House of Representatives : CSPAN : October 21, 2011 9:00am-2:00pm EDT","http://archive.org/download/CSPAN_20111021_130000_U.S._House_of_Representatives/CSPAN_20111021_130000_U.S._House_of_Representatives.mp4?t=2845/2875&ignore=x.mp4","kenneth simonson","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
8601,"huge_number","KOFY_20141224_030000_ABC7_News_on_KOFY_7PM","ABC7 News on KOFY 7PM : KOFY : December 23, 2014 7:00pm-8:01pm PST","http://archive.org/download/KOFY_20141224_030000_ABC7_News_on_KOFY_7PM/KOFY_20141224_030000_ABC7_News_on_KOFY_7PM.mp4?t=1061/1091&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"\"huge numbers of bank robberies, 19 to be exact\""
7965,"huge_number","WBAL_20100321_150000_The_Chris_Matthews_Show","The Chris Matthews Show : WBAL : March 21, 2010 11:00am-11:30am EDT","http://archive.org/download/WBAL_20100321_150000_The_Chris_Matthews_Show/WBAL_20100321_150000_The_Chris_Matthews_Show.mp4?t=102/132&ignore=x.mp4","chris matthews","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
4095,"huge_number","CNNW_20140502_210000_The_Situation_Room","The Situation Room : CNNW : May 2, 2014 2:00pm-3:31pm PDT","http://archive.org/download/CNNW_20140502_210000_The_Situation_Room/CNNW_20140502_210000_The_Situation_Room.mp4?t=5269/5299&ignore=x.mp4","michelle kosinski","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
3393,"huge_number","FOXNEWS_20100905_200000_Americas_News_HQ","America's News HQ : FOXNEWS : September 5, 2010 4:00pm-6:00pm EDT","http://archive.org/download/FOXNEWS_20100905_200000_Americas_News_HQ/FOXNEWS_20100905_200000_Americas_News_HQ.mp4?t=4509/4539&ignore=x.mp4","alexandra acker lyons","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
3662,"huge_number","KPIX_20111228_150000_The_Early_Show","The Early Show : KPIX : December 28, 2011 7:00am-9:00am PST","http://archive.org/download/KPIX_20111228_150000_The_Early_Show/KPIX_20111228_150000_The_Early_Show.mp4?t=630/660&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
7960,"huge_number","SFGTV_20111218_093100","SFGTV : December 18, 2011 1:31am-2:01am PST","http://archive.org/download/SFGTV_20111218_093100/SFGTV_20111218_093100.mp4?t=1737/1767&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
4939,"huge_number","CSPAN2_20120628_000000_Tonight_From_Washington","Tonight From Washington : CSPAN2 : June 27, 2012 8:00pm-11:00pm EDT","http://archive.org/download/CSPAN2_20120628_000000_Tonight_From_Washington/CSPAN2_20120628_000000_Tonight_From_Washington.mp4?t=500/530&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
5500,"huge_number","CNN_20121206_190000_CNN_Newsroom","CNN Newsroom : CNN : December 6, 2012 2:00pm-4:00pm EST","http://archive.org/download/CNN_20121206_190000_CNN_Newsroom/CNN_20121206_190000_CNN_Newsroom.mp4?t=2297/2327&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"negated"
9862,"huge_number","KGO_20131014_060000_ABC7_News_1100PM","ABC7 News 1100PM : KGO : October 13, 2013 11:00pm-12:01am PDT","http://archive.org/download/KGO_20131014_060000_ABC7_News_1100PM/KGO_20131014_060000_ABC7_News_1100PM.mp4?t=1249/1279&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
8559,"huge_number","ALJAZAM_20140924_070000_News","News : ALJAZAM : September 24, 2014 3:00am-3:31am EDT","http://archive.org/download/ALJAZAM_20140924_070000_News/ALJAZAM_20140924_070000_News.mp4?t=1564/1594&ignore=x.mp4","emily norton","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
6154,"huge_number","WHUT_20111018_223000_BBC_World_News_America","BBC World News America : WHUT : October 18, 2011 6:30pm-7:00pm EDT","http://archive.org/download/WHUT_20111018_223000_BBC_World_News_America/WHUT_20111018_223000_BBC_World_News_America.mp4?t=1172/1202&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
2996,"huge_number","FOXNEWSW_20141116_190000_FOX_News_Sunday_With_Chris_Wallace","FOX News Sunday With Chris Wallace : FOXNEWSW : November 16, 2014 11:00am-12:01pm PST","http://archive.org/download/FOXNEWSW_20141116_190000_FOX_News_Sunday_With_Chris_Wallace/FOXNEWSW_20141116_190000_FOX_News_Sunday_With_Chris_Wallace.mp4?t=2453/2483&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
494,"huge_number","ALJAZAM_20140824_130000_News","News : ALJAZAM : August 24, 2014 9:00am-10:01am EDT","http://archive.org/download/ALJAZAM_20140824_130000_News/ALJAZAM_20140824_130000_News.mp4?t=2906/2936&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
2635,"huge_number","CNNW_20140212_210000_The_Lead_With_Jake_Tapper","The Lead With Jake Tapper : CNNW : February 12, 2014 1:00pm-2:01pm PST","http://archive.org/download/CNNW_20140212_210000_The_Lead_With_Jake_Tapper/CNNW_20140212_210000_The_Lead_With_Jake_Tapper.mp4?t=321/351&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
7077,"huge_number","WMAR_20110905_220000_ABC2_News_at_6PM","ABC2 News at 6PM : WMAR : September 5, 2011 6:00pm-6:30pm EDT","http://archive.org/download/WMAR_20110905_220000_ABC2_News_at_6PM/WMAR_20110905_220000_ABC2_News_at_6PM.mp4?t=549/579&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
7779,"huge_number","WJZ_20101217_000000_CBS_Evening_News_With_Katie_Couric","CBS Evening News With Katie Couric : WJZ : December 16, 2010 7:00pm-7:30pm EST","http://ia600804.us.archive.org/13/items/WJZ_20101217_000000_CBS_Evening_News_With_Katie_Couric/WJZ_20101217_000000_CBS_Evening_News_With_Katie_Couric.mp4?start=972&end=1002&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"changed-link"
8527,"huge_number","BLOOMBERG_20140722_010000_Taking_Stock_With_Pimm_Fox","Taking Stock With Pimm Fox : BLOOMBERG : July 21, 2014 9:00pm-10:01pm EDT","http://archive.org/download/BLOOMBERG_20140722_010000_Taking_Stock_With_Pimm_Fox/BLOOMBERG_20140722_010000_Taking_Stock_With_Pimm_Fox.mp4?t=602/632&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
9363,"huge_number","FOXNEWS_20111129_000000_The_FOX_Report_With_Shepard_Smith","The FOX Report With Shepard Smith : FOXNEWS : November 28, 2011 7:00pm-8:00pm EST","http://archive.org/download/FOXNEWS_20111129_000000_The_FOX_Report_With_Shepard_Smith/FOXNEWS_20111129_000000_The_FOX_Report_With_Shepard_Smith.mp4?t=1853/1883&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"graph+interesting visualization (very concrete)"
6675,"huge_number","KCSMMHZ_20111213_223000_Journal","Journal : KCSMMHZ : December 13, 2011 2:30pm-3:00pm PST","http://archive.org/download/KCSMMHZ_20111213_223000_Journal/KCSMMHZ_20111213_223000_Journal.mp4?t=945/975&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
3733,"huge_number","WMAR_20110907_063500_ABC_World_News_Now","ABC World News Now : WMAR : September 7, 2011 2:35am-4:00am EDT","http://archive.org/download/WMAR_20110907_063500_ABC_World_News_Now/WMAR_20110907_063500_ABC_World_News_Now.mp4?t=173/203&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
1645,"huge_number","CSPAN2_20120331_220000_Book_TV","Book TV : CSPAN2 : March 31, 2012 6:00pm-7:00pm EDT","http://archive.org/download/CSPAN2_20120331_220000_Book_TV/CSPAN2_20120331_220000_Book_TV.mp4?t=543/573&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
5275,"huge_number","CNBC_20120920_100000_Squawk_Box","Squawk Box : CNBC : September 20, 2012 6:00am-9:00am EDT","http://archive.org/download/CNBC_20120920_100000_Squawk_Box/CNBC_20120920_100000_Squawk_Box.mp4?t=4379/4409&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
8899,"huge_number","KGO_20110610_230000_ABC_7_News_at_4PM","ABC 7 News at 4PM : KGO : June 10, 2011 4:00pm-5:00pm PDT","http://archive.org/download/KGO_20110610_230000_ABC_7_News_at_4PM/KGO_20110610_230000_ABC_7_News_at_4PM.mp4?t=2232/2262&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
9433,"huge_number","MSNBC_20110621_060000_Hardball_With_Chris_Matthews","Hardball With Chris Matthews : MSNBC : June 21, 2011 2:00am-3:00am EDT","http://ia902203.us.archive.org/8/items/MSNBC_20110621_060000_Hardball_With_Chris_Matthews/MSNBC_20110621_060000_Hardball_With_Chris_Matthews.mp4?start=2446&end=2476&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
2822,"huge_number","BLOOMBERG_20140613_080000_The_Pulse","The Pulse : BLOOMBERG : June 13, 2014 4:00am-6:01am EDT","http://archive.org/download/BLOOMBERG_20140613_080000_The_Pulse/BLOOMBERG_20140613_080000_The_Pulse.mp4?t=6151/6181&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
8721,"huge_number","CNNW_20120609_030000_Erin_Burnett_OutFront","Erin Burnett OutFront : CNNW : June 8, 2012 8:00pm-9:00pm PDT","http://archive.org/download/CNNW_20120609_030000_Erin_Burnett_OutFront/CNNW_20120609_030000_Erin_Burnett_OutFront.mp4?t=804/834&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
2106,"huge_number","MSNBC_20120922_010000_The_Rachel_Maddow_Show","The Rachel Maddow Show : MSNBC : September 21, 2012 9:00pm-10:00pm EDT","http://archive.org/download/MSNBC_20120922_010000_The_Rachel_Maddow_Show/MSNBC_20120922_010000_The_Rachel_Maddow_Show.mp4?t=3305/3335&ignore=x.mp4","rachel maddow","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
8914,"huge_number","MSNBC_20110106_040000_Countdown_With_Keith_Olbermann","Countdown With Keith Olbermann : MSNBC : January 5, 2011 11:00pm-12:00am EST","http://ia902207.us.archive.org/0/items/MSNBC_20110106_040000_Countdown_With_Keith_Olbermann/MSNBC_20110106_040000_Countdown_With_Keith_Olbermann.mp4?start=3442&end=3472&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"changed-link"
1567,"huge_number","CNN_20101107_140000_State_of_the_Union","State of the Union : CNN : November 7, 2010 9:00am-10:00am EST","http://archive.org/download/CNN_20101107_140000_State_of_the_Union/CNN_20101107_140000_State_of_the_Union.mp4?t=568/598&ignore=x.mp4","rick perry","yes","no",NA,NA,NA,NA,"barely","yes","no","difficult_to_determine","open","NA","NA","difficult_to_determine",NA,NA,NA
5317,"huge_number","CNBC_20121026_130000_Squawk_on_the_Street","Squawk on the Street : CNBC : October 26, 2012 9:00am-12:00pm EDT","http://archive.org/download/CNBC_20121026_130000_Squawk_on_the_Street/CNBC_20121026_130000_Squawk_on_the_Street.mp4?t=1302/1332&ignore=x.mp4","simon hobbs","yes","no",NA,NA,NA,NA,"barely","NA","NA","NA","NA","NA","NA","NA",NA,NA,"precision grip?"
50,"tiny_number","WBAL_20101214_110000_11_News_Today","11 News Today : WBAL : December 14, 2010 6:00am-7:00am EST","http://ia600807.us.archive.org/7/items/WBAL_20101214_110000_11_News_Today/WBAL_20101214_110000_11_News_Today.mp4?start=2505&end=2535&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"literal; changed-link"
61,"tiny_number","CSPAN2_20120904_051500_Book_TV","Book TV : CSPAN2 : September 4, 2012 1:15am-2:15am EDT","http://ia600802.us.archive.org/18/items/CSPAN2_20120904_051500_Book_TV/CSPAN2_20120904_051500_Book_TV.mp4?start=1100&end=1130&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"changed-link"
74,"tiny_number","KCSM_20140313_010000_RTE_News_Six_One","RTE News: Six One : KCSM : March 12, 2014 6:00pm-6:31pm PDT","http://archive.org/download/KCSM_20140313_010000_RTE_News_Six_One/KCSM_20140313_010000_RTE_News_Six_One.mp4?t=881/911&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
106,"tiny_number","CNN_20091124_200000_CNN_Newsroom","CNN Newsroom : CNN : November 24, 2009 3:00pm-4:00pm EST","http://archive.org/download/CNN_20091124_200000_CNN_Newsroom/CNN_20091124_200000_CNN_Newsroom.mp4?t=468/498&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
115,"tiny_number","WJZ_20100611_200000_Eyewitness_News_at_4","Eyewitness News at 4 : WJZ : June 11, 2010 4:00pm-5:00pm EDT","http://archive.org/download/WJZ_20100611_200000_Eyewitness_News_at_4/WJZ_20100611_200000_Eyewitness_News_at_4.mp4?t=105/135&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
147,"tiny_number","CNNW_20150823_140000_Fareed_Zakaria_GPS","Fareed Zakaria GPS : CNNW : August 23, 2015 7:00am-8:01am PDT","http://archive.org/download/CNNW_20150823_140000_Fareed_Zakaria_GPS/CNNW_20150823_140000_Fareed_Zakaria_GPS.mp4?t=1724/1754&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"\"tiny percentage\""
153,"tiny_number","CNBC_20100128_000000_The_Kudlow_Report","The Kudlow Report : CNBC : January 27, 2010 7:00pm-8:00pm EST","http://archive.org/download/CNBC_20100128_000000_The_Kudlow_Report/CNBC_20100128_000000_The_Kudlow_Report.mp4?t=3088/3118&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"\"tiny proportion\"; discuss; great gesture"
155,"tiny_number","KRON_20101124_013000_KRON_4_Evening_News","KRON 4 Evening News : KRON : November 23, 2010 5:30pm-7:00pm PST","http://archive.org/download/KRON_20101124_013000_KRON_4_Evening_News/KRON_20101124_013000_KRON_4_Evening_News.mp4?t=3892/3922&ignore=x.mp4","jeff bush","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
174,"tiny_number","KTVU_20101214_010000_News_at_5pm","News at 5pm : KTVU : December 13, 2010 5:00pm-6:00pm PST","http://archive.org/download/KTVU_20101214_010000_News_at_5pm/KTVU_20101214_010000_News_at_5pm.mp4?t=3319/3349&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"literal"
210,"tiny_number","CSPAN3_20141202_223000_Politics__Public_Policy_Today","Politics & Public Policy Today : CSPAN3 : December 2, 2014 5:30pm-7:01pm EST","http://archive.org/download/CSPAN3_20141202_223000_Politics__Public_Policy_Today/CSPAN3_20141202_223000_Politics__Public_Policy_Today.mp4?t=4373/4403&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"discuss; lots of stuff happening"
214,"tiny_number","CSPAN2_20150202_120000_Book_Discussion_on_The_Conscience_of_the_Constitution","Book Discussion on The Conscience of the Constitution : CSPAN2 : February 2, 2015 7:00am-8:01am EST","http://archive.org/download/CSPAN2_20150202_120000_Book_Discussion_on_The_Conscience_of_the_Constitution/CSPAN2_20150202_120000_Book_Discussion_on_The_Conscience_of_the_Constitution.mp4?t=1535/1565&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
241,"tiny_number","CSPAN2_20090812_113000_Today_in_Washington","Today in Washington : CSPAN2 : August 12, 2009 7:30am-9:00am EDT","http://archive.org/download/CSPAN2_20090812_113000_Today_in_Washington/CSPAN2_20090812_113000_Today_in_Washington.mp4?t=4553/4583&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
244,"tiny_number","CSPAN2_20120916_131500_Book_TV","Book TV : CSPAN2 : September 16, 2012 9:15am-10:45am EDT","http://archive.org/download/CSPAN2_20120916_131500_Book_TV/CSPAN2_20120916_131500_Book_TV.mp4?t=3330/3360&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"\"tiny percentage\""
298,"tiny_number","CNNW_20110908_190000_CNN_Newsroom","CNN Newsroom : CNNW : September 8, 2011 12:00pm-2:00pm PDT","http://archive.org/download/CNNW_20110908_190000_CNN_Newsroom/CNNW_20110908_190000_CNN_Newsroom.mp4?t=3698/3728&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
322,"tiny_number","CSPAN_20110225_150000_U.S._House_of_Representatives","U.S. House of Representatives : CSPAN : February 25, 2011 10:00am-1:00pm EST","http://archive.org/download/CSPAN_20110225_150000_U.S._House_of_Representatives/CSPAN_20110225_150000_U.S._House_of_Representatives.mp4?t=8510/8540&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
325,"tiny_number","CSPAN_20120115_060000_Washington_This_Week","Washington This Week : CSPAN : January 15, 2012 1:00am-6:00am EST","http://archive.org/download/CSPAN_20120115_060000_Washington_This_Week/CSPAN_20120115_060000_Washington_This_Week.mp4?t=16829/16859&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
328,"tiny_number","CSPAN_20120701_110000_Washington_Journal","Washington Journal : CSPAN : July 1, 2012 7:00am-10:00am EDT","http://archive.org/download/CSPAN_20120701_110000_Washington_Journal/CSPAN_20120701_110000_Washington_Journal.mp4?t=8267/8297&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
329,"tiny_number","CURRENT_20120807_100000_Full_Court_Press","Full Court Press : CURRENT : August 7, 2012 3:00am-6:00am PDT","http://archive.org/download/CURRENT_20120807_100000_Full_Court_Press/CURRENT_20120807_100000_Full_Court_Press.mp4?t=4226/4256&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
336,"tiny_number","CURRENT_20121121_110000_Full_Court_Press","Full Court Press : CURRENT : November 21, 2012 3:00am-6:00am PST","http://archive.org/download/CURRENT_20121121_110000_Full_Court_Press/CURRENT_20121121_110000_Full_Court_Press.mp4?t=9352/9382&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
373,"tiny_number","CSPAN2_20120717_130000_U.S._Senate","U.S. Senate : CSPAN2 : July 17, 2012 9:00am-12:00pm EDT","http://archive.org/download/CSPAN2_20120717_130000_U.S._Senate/CSPAN2_20120717_130000_U.S._Senate.mp4?t=9068/9098&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
379,"tiny_number","CNBC_20121218_110000_Squawk_Box","Squawk Box : CNBC : December 18, 2012 6:00am-9:00am EST","http://archive.org/download/CNBC_20121218_110000_Squawk_Box/CNBC_20121218_110000_Squawk_Box.mp4?t=8581/8611&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
7111,"huge_number","ALJAZAM_20131103_083000_Inside_Story","Inside Story : ALJAZAM : November 3, 2013 3:30am-4:01am EST","http://archive.org/download/ALJAZAM_20131103_083000_Inside_Story/ALJAZAM_20131103_083000_Inside_Story.mp4?t=771/801&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","not_coded","NA","NA",NA,NA,NA,NA,NA,NA
140,"huge_number","ALJAZAM_20131204_060000_Consider_This","Consider This : ALJAZAM : December 4, 2013 1:00am-2:01am EST","http://archive.org/download/ALJAZAM_20131204_060000_Consider_This/ALJAZAM_20131204_060000_Consider_This.mp4?t=2218/2248&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","not_coded","NA","NA",NA,NA,NA,NA,NA,NA
5053,"huge_number","CSPAN_20110213_120000_Washington_Journal","Washington Journal : CSPAN : February 13, 2011 7:00am-10:00am EST","http://archive.org/download/CSPAN_20110213_120000_Washington_Journal/CSPAN_20110213_120000_Washington_Journal.mp4?t=4953/4983&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","not_coded","NA","NA",NA,NA,NA,NA,NA,"broken-URL"
8820,"huge_number","CSPAN_20101222_044240_Capital_News_Today","Capital News Today : CSPAN : December 21, 2010 11:42pm-12:39am EST","http://archive.org/download/CSPAN_20101222_044240_Capital_News_Today/CSPAN_20101222_044240_Capital_News_Today.mp4?t=453/483&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","not_coded","NA","NA",NA,NA,NA,NA,NA,NA
2550,"huge_number","CSPAN2_20131229_104500_Book_Discussion_on_David_and_Goliath","Book Discussion on David and Goliath : CSPAN2 : December 29, 2013 5:45am-7:01am EST","http://archive.org/download/CSPAN2_20131229_104500_Book_Discussion_on_David_and_Goliath/CSPAN2_20131229_104500_Book_Discussion_on_David_and_Goliath.mp4?t=1817/1847&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","not_coded","NA","NA",NA,NA,NA,NA,NA,NA
8243,"huge_number","ALJAZAM_20131029_030000_News","News : ALJAZAM : October 28, 2013 11:00pm-12:01am EDT","http://archive.org/download/ALJAZAM_20131029_030000_News/ALJAZAM_20131029_030000_News.mp4?t=2652/2682&ignore=x.mp4","NA","no","no",NA,NA,NA,NA,"no","NA","not_coded","NA","NA",NA,NA,NA,NA,NA,NA
